"type";"question";"saf_score";"nli_score";"sim_score";"respose_llm"
"grafo";"Tem limite de crianças por vez na brinquedoteca?";"0.68";"0.95";"0.00";"0.00";"{'resposta': 'Inexiste nos trechos fornecidos a estipulação de capacidade máxima para a brinquedoteca, sendo exigido apenas que menores de 12 anos estejam acompanhados de responsável durante o uso, das 08:00 às 00:00.', 'resposta_completa': 'Não há menção explícita sobre limite de lotação na brinquedoteca nos documentos. As regras focam na segurança: menores de 12 anos devem estar acompanhados de responsável e o funcionamento é das 08:00 às 00:00.', 'chunks': ['5511993891773_749_97', '5511993891773_749_98']}";"ollama"
"grafo";"Tem limite de crianças por vez na brinquedoteca?";"0.68";"0.76";"0.00";"0.00";"{'resposta': 'Não há base suficiente nas regras fornecidas para estabelecer um limite específico de crianças por vez na brinquedoteca. As regras mencionam horário de funcionamento, necessidade de acompanhamento por responsável para menores de 12 anos e responsabilidade pela conservação, mas não definem capacidade máxima. A regra sobre capacidade máxima de 15 pessoas não especifica se é para a brinquedoteca.', 'resposta_completa': ""Com base nas evidências fornecidas, não é possível afirmar que existe um limite explícito de crianças por vez na brinquedoteca. As regras apresentadas tratam de horário de funcionamento (das 8:00 às 00:00), obrigatoriedade de acompanhamento por responsável para menores de 12 anos, e responsabilidade dos condôminos pela conservação do espaço e equipamentos. Embora exista uma regra indicando 'A área tem capacidade máxima de 15 pessoas' (ID 5511993891773_749_93), ela não está contextualizada como aplicável especificamente à brinquedoteca. Portanto, não há uma norma clara que estabeleça o número máximo de crianças permitido simultaneamente nesse espaço."", 'chunks': ['5511993891773_749_98', '5511993891773_749_97', '5511993891773_749_93']}";"ollama"
"grafo";"Tem limite de crianças por vez na brinquedoteca?";"0.68";"0.96";"1.00";"0.77";"{'resposta': 'Os regulamentos não indicam número específico de crianças. Limite geral da área: capacidade máxima de 15 pessoas. Na brinquedoteca, menores de 12 anos devem estar acompanhados de responsável. Verifique o regulamento interno e a capacidade da área. Trecho-chave: A área tem capacidade máxima de 15 pessoas; Menores de 12 anos só podem usar a brinquedoteca acompanhados de responsável. (Consulte regras internas para limites exatos de crianças.)', 'chunks': ['5511993891773_749_93', '5511993891773_749_98'], 'trecho_chave': 'A área tem capacidade máxima de 15 pessoas; Menores de 12 anos só podem usar a brinquedoteca acompanhados de responsável.', 'percentual': ['70', '30']}";"ollama"
"grafo";"Tem limite de crianças por vez na brinquedoteca?";"0.65";"0.82";"0.00";"0.00";"{'resposta': 'Sim, há limite de 15 pessoas na brinquedoteca para garantir segurança e evitar superlotação, conforme regra de capacidade máxima. Trecho-chave: ""A área tem capacidade máxima de 15 pessoas.""', 'chunks': ['5511993891773_749_93'], 'resposta_completa': 'A brinquedoteca possui capacidade máxima de 15 pessoas, conforme estabelecido no regulamento interno do condomínio. Esse limite visa garantir a segurança e organização do espaço, evitando superlotação durante o uso.', 'trecho_chave': 'A área tem capacidade máxima de 15 pessoas.'}";"ollama"
"grafo";"Tem limite de crianças por vez na brinquedoteca?";"0.68";"0.77";"0.84";"0.75";"{'resposta': ""A capacidade máxima da brinquedoteca é de 15 pessoas por vez, conforme regulamento interno. Trecho-chave: 'A área tem capacidade máxima de 15 pessoas.'"", 'chunks': ['5511993891773_749_93'], 'trecho_chave': 'A área tem capacidade máxima de 15 pessoas.', 'percentual': ['100']}";"ollama"
"grafo";"Tem limite de crianças por vez na brinquedoteca?";"0.65";"0.63";"0.00";"0.00";"{'resposta': ""A capacidade máxima da brinquedoteca é de 15 pessoas, conforme regulamento. O limite visa garantir segurança e organização, evitando superlotação. Trecho-chave: 'A área tem capacidade máxima de 15 pessoas.'"", 'resposta_completa': ""A brinquedoteca possui capacidade máxima de 15 pessoas por vez, conforme o regulamento interno, para garantir segurança e evitar superlotação. Trecho-chave: 'A área tem capacidade máxima de 15 pessoas.'"", 'chunks': ['5511993891773_749_93']}";"ollama"
"grafo";"Tem limite de crianças por vez na brinquedoteca?";"0.65";"0.75";"0.99";"0.78";"{'resposta': 'Sim, a brinquedoteca tem capacidade máxima de 15 pessoas por vez, conforme regulamento interno. Menores de 12 anos devem estar acompanhados de responsável. trecho-chave: A área tem capacidade máxima de 15 pessoas.', 'chunks': ['5511993891773_749_93', '5511993891773_749_98'], 'trecho_chave': 'A área tem capacidade máxima de 15 pessoas.', 'percentual': ['70', '30']}";"ollama"
"grafo";"Tem limite de crianças por vez na brinquedoteca?";"0.65";"0.68";"0.00";"0.00";"{'resposta': ""O regulamento estabelece capacidade máxima de 15 pessoas na área da brinquedoteca (trecho-chave: 'A área tem capacidade máxima de 15 pessoas'), garantindo segurança e evitando superlotação durante o uso, conforme regra 5511993891773_749_93."", 'resposta_completa': 'O limite de crianças na brinquedoteca é definido pela capacidade máxima de 15 pessoas na área, conforme regra 5511993891773_749_93. Isso visa garantir segurança e organização, evitando superlotação durante o horário de funcionamento (08:00 às 00:00). Menores de 12 anos devem estar acompanhados de responsável, mas o número exato de crianças não é especificado, apenas o limite total de usuários.', 'chunks': ['5511993891773_749_93', '5511993891773_749_98'], 'trecho_chave': 'A área tem capacidade máxima de 15 pessoas.', 'percentual': ['70', '30']}";"ollama"
"grafo";"Tem limite de crianças por vez na brinquedoteca?";"0.65";"0.82";"0.00";"0.00";"{'resposta': 'Conforme o regulamento interno, a brinquedoteca pode ser usada por crianças menores de 12\u202fanos, sempre acompanhadas de responsável; não há norma que fixe número máximo, cabendo ao condomínio controlar a superlotação.', 'resposta_completa': 'O regulamento interno estabelece que a brinquedoteca pode ser utilizada por crianças menores de 12\u202fanos, sempre acompanhadas de responsável, porém não contém disposição que fixe número máximo de crianças simultâneas. Assim, o condomínio deve observar a superlotação e garantir segurança, podendo definir limite interno conforme avaliação de capacidade do espaço.', 'chunks': ['5511993891773_749_98', '5511993891773_749_97']}";"ollama"
"grafo";"Tem limite de crianças por vez na brinquedoteca?";"0.68";"0.96";"0.00";"0.00";"{'resposta': 'O regulamento não estabelece limite específico de capacidade para a brinquedoteca. A utilização é livre para menores de 12 anos acompanhados, das 8h às 00h. Trecho-chave: A utilização do espaço para recreação infantil e brinquedoteca é livre.', 'resposta_completa': 'O regulamento interno do condomínio não estabelece um limite máximo específico de crianças que podem utilizar a brinquedoteca simultaneamente. As regras disponíveis tratam apenas sobre a idade (menores de 12 anos devem estar acompanhados), o horário de funcionamento (das 8h às 00h) e as responsabilidades dos condôminos. Não foi encontrada qualquer norma que determine capacidade máxima de ocupação para este espaço.', 'chunks': ['5511993891773_749_97', '5511993891773_749_98'], 'trecho_chave': 'A utilização do espaço para recreação infantil e brinquedoteca é livre, ficando os CONDÔMINOS responsáveis pelas ações ou omissões atribuídas aos seus filhos, tutelados e convidados, ou a si mesmo, fatos estes que possam causar danos aos móveis e utensílios existentes em tais dependências.', 'percentual': ['60', '40']}";"ollama"
"grafo";"Tem limite de crianças por vez na brinquedoteca?";"0.65";"0.84";"0.00";"0.00";"{'resposta': ""Não há regra explícita que estabeleça um limite específico de crianças na brinquedoteca. O regulamento menciona que a utilização é livre, com responsabilidade dos condôminos por danos. Trecho-chave: 'A utilização do espaço para recreação infantil e brinquedoteca é livre'."", 'chunks': ['5511993891773_749_97', '5511993891773_749_98'], 'trecho_chave': 'A utilização do espaço para recreação infantil e brinquedoteca é livre, ficando os CONDÔMINOS responsáveis pelas ações ou omissões atribuídas aos seus filhos, tutelados e convidados, ou a si mesmo, fatos estes que possam causar danos aos móveis e utensílios existentes em tais dependências.', 'percentual': ['60', '40']}";"ollama"
"grafo";"Tem limite de crianças por vez na brinquedoteca?";"0.65";"0.72";"0.00";"0.00";"{'resposta': ""Não há menção explícita a limite de crianças na brinquedoteca. As regras tratam de funcionamento, acompanhamento por responsáveis e uso livre, mas não estabelecem capacidade máxima. Trecho-chave: 'A utilização do espaço para recreação infantil e brinquedoteca é livre'."", 'chunks': ['5511993891773_749_97'], 'trecho_chave': 'A utilização do espaço para recreação infantil e brinquedoteca é livre, ficando os CONDÔMINOS responsáveis pelas ações ou omissões atribuídas aos seus filhos, tutelados e convidados, ou a si mesmo, fatos estes que possam causar danos aos móveis e utensílios existentes em tais dependências.', 'percentual': ['100']}";"ollama"
"grafo";"Tem limite de crianças por vez na brinquedoteca?";"0.65";"0.71";"0.00";"0.00";"{'resposta': 'Não há limite específico de crianças por vez na brinquedoteca; a única restrição é que menores de 12 anos devem estar acompanhados de responsável.', 'resposta_completa': 'O regulamento não estabelece número máximo de crianças simultâneas na brinquedoteca; determina apenas que menores de 12 anos precisam de acompanhante responsável.', 'chunks': ['5511993891773_749_97', '5511993891773_749_98']}";"ollama"
"grafo";"Tem limite de crianças por vez na brinquedoteca?";"0.65";"0.77";"0.00";"0.00";"{'resposta': 'Não há limite fixo de crianças por vez na brinquedoteca; a regra é uso livre com acompanhante obrigatório para menores de 12 anos, trecho-chave: A utilização do espaço para recreação infantil e brinquedoteca é livre', 'chunks': ['5511993891773_749_97'], 'trecho_chave': 'A utilização do espaço para recreação infantil e brinquedoteca é livre', 'percentual': ['100']}";"ollama"
"grafo";"Pensei usar o salão que não está ocupado no próximo final de semana, para um culto de final de natal só com os moradores e como é só pessoal daqui mesmo, acho que não precisa pagar né? obrigado deus te abençõe!";"0.68";"0.87";"1.00";"0.81";"{'resposta': ""Natal é data magna: preferência do condomínio; se não usado, sorteio 30-45 dias antes. Culto precisa reserva e pagamento normal, mesmo só moradores. trecho-chave: 'Nas datas magnas (Natal, Ano Novo e período do Carnaval) a preferência de uso será do CONDOMÍNIO'"", 'resposta_completa': ""Natal é data magna: preferência do condomínio; se não usado, sorteio 30-45 dias antes. Culto precisa reserva e pagamento normal, mesmo só moradores. trecho-chave: 'Nas datas magnas (Natal, Ano Novo e período do Carnaval) a preferência de uso será do CONDOMÍNIO'"", 'chunks': ['5511993891773_749_72', '5511993891773_749_68']}";"ollama"
"vetor";"Tem limite de crianças por vez na brinquedoteca?";"0.68";"0.61";"0.00";"0.00";"{'resposta': 'O Regulamento não fixa número máximo de crianças simultâneas na brinquedoteca; apenas prevê uso permitido a crianças, sem estabelecer limite específico de capacidade.', 'resposta_completa': 'O Regulamento Interno do Condomínio Alto do Ipiranga Nouveaux, no Capítulo XVII – Do Espaço para Recreação Infantil e Brinquedoteca, não estabelece limite máximo de crianças que podem utilizar a brinquedoteca simultaneamente. Apenas consta permissão genérica de uso do espaço por crianças, sem quantidade definida.', 'chunks': ['5511993891773_749_0'], 'trecho_chave': 'O uso do espaço para recreação infantil e brinquedoteca é permitido para crianças.', 'percentual': ['100']}";"ollama"
"grafo";"oi, bom dia, eu preciso fazer uma demonstração de produtos para meus clientes e pensei em alugar o salão de festas, serão umas 20 pessoas, OK?";"0.84";"0.97";"0.00";"0.00";"{'resposta': 'Não é permitido. Art. 9º proíbe uso de áreas comuns para divulgação de produtos ou serviços; salão destina-se apenas a eventos privados de condôminos.', 'resposta_completa': 'A locação do salão de festas para demonstração comercial a 20 clientes é vedada pelo Regulamento Interno, que restringe o uso a eventos privados de condôminos.', 'chunks': ['5511993891773_749_9', '5511993891773_749_64']}";"ollama"
"vetor";"Tem limite de crianças por vez na brinquedoteca?";"0.68";"0.30";"0.99";"0.78";"{'resposta': 'O regulamento não estabelece número máximo de crianças simultâneas na brinquedoteca; apenas fixa idade até 12 anos e obriga acompanhante responsável, sem definir capacidade máxima.', 'resposta_completa': 'O regulamento interno do condomínio autoriza uso da brinquedoteca por menores até 12 anos, sempre acompanhados de responsável, e determina horário de funcionamento das 8h às 24h, mas não especifica limite quantitativo de crianças por vez, deixando essa gestão à administração local.', 'chunks': ['5511993891773_749_98', '5511993891773_749_97']}";"ollama"
"grafo";"oi, bom dia, quero fazer um culto com os irmãos da igreja no próximo dia 10 e quero alugar o salão, OK?";"0.81";"0.97";"1.00";"0.88";"{'resposta': ""Não é permitido alugar salão para culto religioso. Regra expressa proíbe uso de áreas comuns para eventos religiosos, conforme trecho-chave: 'É proibida a utilização de qualquer espaço das áreas comuns do condomínio para eventos ou entrevistas comerciais, religiosos, profissionais, políticos ou de divulgação de produtos ou serviços'"", 'resposta_completa': ""Não é permitido alugar salão para culto religioso. Regra expressa proíbe uso de áreas comuns para eventos religiosos, conforme trecho-chave: 'É proibida a utilização de qualquer espaço das áreas comuns do condomínio para eventos ou entrevistas comerciais, religiosos, profissionais, políticos ou de divulgação de produtos ou serviços'"", 'chunks': ['5511993891773_749_9']}";"ollama"
"grafo";"Tem limite de crianças por vez na brinquedoteca?";"0.65";"0.74";"1.00";"0.81";"{'resposta': 'Não há limite específico de crianças na brinquedoteca; a única restrição é que menores de 12 anos devem estar acompanhados de responsável.', 'resposta_completa': 'O regulamento não estabelece número máximo de crianças simultâneas na brinquedoteca, apenas exige acompanhante para menores de 12 anos.', 'chunks': ['5511993891773_749_97', '5511993891773_749_98']}";"ollama"
"grafo";"O síndico pode vistoriar meu apartamento para checar reformas?";"0.85";"0.79";"0.00";"0.00";"{'resposta': 'Sim, o síndico pode vistoriar seu apartamento a qualquer momento para verificar reformas que modifiquem paredes estruturais ou aberturas de risco, conforme previsto na NBR 16280:2014. O condômino deve permitir essa inspeção.', 'resposta_completa': 'Sim, o síndico pode vistoriar seu apartamento a qualquer momento para verificar reformas que modifiquem paredes estruturais ou aberturas de risco, conforme previsto na NBR 16280:2014. O condômino deve permitir essa inspeção.', 'chunks': ['5511993891773_749_114', '5511993891773_749_29']}";"ollama"
