"type";"question";"gold_answer";"llm_response";"complexity";"saf";"nli";"sim";"relevancy";"faithfulness";"model"
"grafo";"Meu chefe pode exigir minha digital para acessar o computador da empresa?";"Se é equipamento da empresa, o empregador pode argumentar ""legítimo interesse"" na segurança patrimonial. Mas a biometria é dado sensível do empregado. A ANPD recomenda que o empregador ofereça alternativa (senha forte + token), mas não é obrigatório.";"{'resposta': 'Sim, o empregador pode exigir a biometria digital para acesso ao computador corporativo, pois trata-se de dado pessoal sensível cujo tratamento é permitido para segurança da informação e proteção do patrimônio, desde que haja finalidade específica, transparência e medidas de proteção adequadas, conforme Arts. 5º, II, 11, II, g, e 6º, VII da LGPD. O consentimento pode ser dispensado quando o tratamento decorre de obrigação legal ou legítimo interesse do controlador, mas o empregado deve ser informado sobre a coleta, uso e proteção dos dados.', 'chunks': ['e9106279', 'b47f4387', '9c7da499'], 'trecho_chave': 'tratamento de dados pessoais sensíveis sem consentimento para prevenção à fraude e segurança do titular em processos de identificação e autenticação', 'percentual': ['40', '35', '25']}";"0.85";"0.70";"0.57";"0.77";"1.00";"0.50";"maritaca"
"grafo";"O banco pode exigir biometria facial para transações pelo aplicativo?";"A resolução CMN 4.893/2021 permite, mas exige consentimento. A ambiguidade: se o cliente recusa, o banco pode limitar funcionalidades ou encerrar a conta? O Art. 9º do CDC proíbe prática discriminatória, mas a segurança é argumento válido.";"{'resposta': ""Sim, o banco pode exigir biometria facial para autenticação em transações pelo aplicativo, pois trata-se de dado pessoal sensível cujo tratamento é permitido para prevenção à fraude e segurança do titular, conforme Art. 11, II, 'g', da LGPD. O banco, como controlador, deve garantir consentimento específico e destacado ou demonstrar outra base legal válida, além de assegurar transparência, finalidade determinada e proteção adequada dos dados biométricos, conforme obrigações dos arts. 5º, 7º e 18 da LGPD."", 'chunks': ['b47f4387', 'e9106279'], 'trecho_chave': 'tratamento de dados pessoais sensíveis sem consentimento para prevenção à fraude e segurança do titular em processos de identificação e autenticação', 'percentual': ['70', '30']}";"0.94";"0.75";"0.54";"0.54";"1.00";"0.83";"maritaca"
"grafo";"Posso exigir que meus dados biométricos sejam processados ""on-device"" e não na nuvem?";"A LGPD não especifica o local de processamento, apenas exige ""segurança"". O titular pode argumentar ""minimização de risco"", mas a escolha da arquitetura é do controlador, desde que haja criptografia adequada.";"{'resposta': 'O titular pode solicitar informações sobre o modo de tratamento dos seus dados biométricos, inclusive sobre processamento local ou em nuvem, com base no direito à transparência e ao livre acesso (Art. 6º, IV e VII; Art. 18, LGPD). Contudo, a LGPD não impõe obrigação de que o processamento ocorra exclusivamente on-device; depende da viabilidade técnica e das garantias de segurança do controlador, que deve adotar medidas adequadas (Art. 49, LGPD). O titular pode questionar e exigir esclarecimentos, mas não pode impor a arquitetura técnica sem previsão contratual ou regulamentar específica.', 'resposta_completa': 'A LGPD assegura ao titular o direito de obter informações claras sobre o tratamento de seus dados pessoais sensíveis, incluindo a forma de processamento (Art. 6º, IV e VII; Art. 18). O titular pode requerer ao controlador que explique se o processamento dos dados biométricos ocorre localmente (on-device) ou na nuvem, e quais medidas de segurança são adotadas (Art. 49). No entanto, a lei não obriga o controlador a adotar processamento exclusivamente on-device; tal exigência depende de viabilidade técnica, finalidade do tratamento e das garantias de segurança oferecidas. O titular pode exercer seu direito de questionamento e solicitar adequações, mas a imposição de uma arquitetura específica só é possível se houver previsão contratual, regulamentação setorial ou se o controlador não estiver cumprindo os requisitos mínimos de segurança previstos na LGPD.', 'chunks': ['9c7da499', 'b56c2551', 'f9e4ad69'], 'trecho_chave': 'garantir ao titular consulta facilitada e gratuita sobre forma, duração e integralidade de seus dados pessoais (Art. 6º, IV - Livre Acesso)', 'percentual': ['40', '30', '30']}";"0.72";"0.72";"0.54";"0.65";"1.00";"1.00";"maritaca"
"grafo";"A empresa de ônibus pode exigir biometria para identificação estudantil?";"O benefício social (meia-passagem) é regido por lei específica. A biometria pode ser exigida para ""prevenção à fraude"", mas a ambiguidade: até onde vai a ""proporcionalidade""? A fiscalização pode ser feita por apresentação de documento com foto.";"{'resposta': 'A empresa de ônibus pode exigir biometria para identificação estudantil apenas se houver consentimento específico e destacado do titular, conforme Art. 11, I, da LGPD, pois biometria é dado pessoal sensível. Alternativamente, é possível sem consentimento apenas se houver base legal como prevenção à fraude e segurança do titular, desde que respeitados direitos fundamentais. O tratamento deve ser transparente, limitado à finalidade e com medidas de segurança adequadas, sob fiscalização da ANPD.', 'chunks': ['b47f4387', 'e9106279'], 'trecho_chave': 'tratamento de dados pessoais sensíveis com consentimento específico e destacado do titular ou responsável legal, para finalidades específicas (Art. 11, I)', 'percentual': ['70', '30']}";"0.90";"0.88";"0.50";"0.56";"1.00";"1.00";"maritaca"
"grafo";"Posso revogar consentimento para uso de biometria a qualquer momento?";"Sim, conforme Art. 8º, § 4º. Mas a revogação tem efeitos práticos: o condomínio pode negar acesso? A empresa pode suspender o empregado? A lei não clarifica as consequências da revogação em contextos de dependência funcional.";"{'resposta': 'Sim, o titular pode revogar o consentimento para uso de biometria a qualquer momento, pois dados biométricos são considerados sensíveis e o tratamento depende de consentimento específico e destacado. A revogação deve ser solicitada formalmente ao controlador, que é obrigado a cessar o tratamento, salvo hipóteses legais de conservação (Art. 18, IX e Art. 11, I da LGPD). O controlador deve eliminar os dados, exceto se houver obrigação legal de guarda.', 'chunks': ['f9e4ad69', 'b47f4387'], 'trecho_chave': 'revogar o consentimento anteriormente concedido, nos termos do art. 8º, §5º da LGPD (Art. 18, IX)', 'percentual': ['60', '40']}";"0.74";"0.65";"0.27";"0.51";"1.00";"1.00";"maritaca"
"grafo";"O hospital pode usar meu reconhecimento facial para identificar pacientes frequentes?";"Pode haver ""interesse legítimo"" em identificar pacientes com histórico de comportamento agressivo. Mas e se for usado para identificar ""pacientes de alto custo"" para fins de seleção de risco? Isso configuraria discriminação?";"{'resposta': 'O hospital pode usar reconhecimento facial para identificar pacientes frequentes, mas apenas se obtiver consentimento específico e destacado do titular, pois se trata de dado pessoal sensível (biométrico), conforme Art. 11, I, da LGPD. Alternativamente, pode fundamentar o tratamento em proteção da vida, tutela da saúde ou prevenção à fraude, desde que observadas as demais exigências legais e garantidos os direitos do titular, como acesso, revisão e anonimização sempre que possível.', 'chunks': ['b47f4387', 'e9106279'], 'trecho_chave': 'tratamento de dados pessoais sensíveis com consentimento específico e destacado do titular ou responsável legal, para finalidades específicas (Art. 11, I).', 'percentual': ['60', '40']}";"0.94";"0.71";"0.54";"0.50";"1.00";"0.89";"maritaca"
"grafo";"Minha foto de perfil do LinkedIn pode ser usada por empresa de recrutamento sem autorização?";"A plataforma pode ter cláusulas nos termos de uso permitindo. Mas a LGPD exige ""base legal"" - o Art. 7º, IV permite para ""exercício de direitos"", mas recrutamento comercial é ""interesse legítimo"" ou precisa de consentimento?";"{'resposta': 'Não. O uso da foto de perfil do LinkedIn por empresa de recrutamento sem autorização do titular é vedado, pois a imagem constitui dado pessoal e seu tratamento exige consentimento prévio, livre, informado e específico, conforme o Art. 7º, I, e Art. 8º da LGPD. O legítimo interesse (Art. 10) não se aplica sem análise de proporcionalidade e transparência, e a ausência de consentimento torna o tratamento irregular, sujeito a sanções administrativas e civis.', 'chunks': ['a57ec09b', 'd157f57f'], 'trecho_chave': 'o tratamento de dados pessoais é permitido mediante fornecimento de consentimento pelo titular (Art. 7º, I)', 'percentual': ['70', '30']}";"0.67";"0.68";"0.54";"0.62";"1.00";"0.50";"maritaca"
"grafo";"O aeroporto pode usar reconhecimento facial para embarque?";"A Resolução ANAC 600/2022 permite como ""facultativo"". A ambiguidade: se é opcional, mas 99% dos passageiros usam por conveniência, o funcionário pode pressionar quem recusa? E se o sistema falhar, quem tem prioridade: quem usou biometria ou fila tradicional?";"{'resposta': ""Sim, o aeroporto pode utilizar reconhecimento facial para embarque, pois se trata de tratamento de dado biométrico (dado pessoal sensível) permitido pela LGPD quando há consentimento específico e destacado do titular ou para prevenção à fraude e segurança do titular, conforme Art. 11, II, 'g'. O uso deve ser transparente, limitado à finalidade de identificação e sujeito à revisão humana, nos termos do Art. 20 da LGPD, garantindo direitos do passageiro."", 'resposta_completa': ""O uso de reconhecimento facial em aeroportos para embarque é permitido pela Lei Geral de Proteção de Dados (LGPD), pois se enquadra no tratamento de dado pessoal sensível (biométrico). A LGPD autoriza esse tratamento quando há consentimento específico e destacado do titular (Art. 11, I) ou, alternativamente, para prevenção à fraude e segurança do titular em processos de identificação e autenticação (Art. 11, II, 'g'). O operador aeroportuário deve garantir transparência, finalidade específica, limitação do uso, possibilidade de revisão humana das decisões automatizadas (Art. 20) e observância dos demais princípios da LGPD, como necessidade, segurança e não discriminação. Portanto, desde que observados esses requisitos, o uso é lícito."", 'chunks': ['b47f4387', 'd864f83b'], 'trecho_chave': 'tratamento de dados pessoais sensíveis sem consentimento para prevenção à fraude e segurança do titular em processos de identificação e autenticação', 'percentual': ['70', '30']}";"0.90";"0.80";"0.55";"0.43";"1.00";"1.00";"maritaca"
"grafo";"Posso exigir que minha biometria seja apagada imediatamente após sair de um evento?";"O Art. 18 da LGPD permite ""eliminação"". Mas se o evento alegar ""legítimo interesse"" em manter registros por 90 dias para ""prevenção a ilícitos criminais""? O prazo é discricionário do controlador.";"{'resposta': 'Sim, você pode exigir a eliminação imediata de sua biometria após sair do evento, pois dados biométricos são sensíveis e o titular tem direito à eliminação quando o tratamento se baseia em consentimento, conforme Art. 18, VI da LGPD. O controlador deve eliminar os dados pessoais tratados com consentimento do titular, salvo exceções do Art. 16. O trecho-chave é: “eliminar os dados pessoais tratados com o consentimento do titular, quando requisitado” (Art. 18, VI).', 'chunks': ['f9e4ad69', '5cf8dbf1'], 'trecho_chave': 'eliminar os dados pessoais tratados com o consentimento do titular, quando requisitado', 'percentual': ['70', '30']}";"0.79";"0.73";"0.54";"0.66";"1.00";"1.00";"maritaca"
"grafo";"A empresa de plano de saúde pode exigir biometria para acesso ao app?";"Pode argumentar ""tutela da saúde"". Mas a recusa pode implicar negativa de cobertura? O Art. 10 do CDC veda negativa de atendimento, mas app é ""acesso"" ou ""serviço essencial""?";"{'resposta': 'Sim, a empresa de plano de saúde pode exigir biometria para acesso ao aplicativo, pois o dado biométrico é considerado sensível (Art. 5º, II, LGPD) e seu tratamento é permitido mediante consentimento específico e destacado do titular para finalidade determinada (Art. 11, I). A autenticação visa garantir segurança, mas o consentimento deve ser livre, informado e inequívoco, com transparência sobre uso, armazenamento e finalidade, respeitando os princípios da necessidade e finalidade (Art. 6º).', 'chunks': ['e9106279', 'b47f4387', 'a57ec09b', '9c7da499'], 'trecho_chave': 'tratamento de dados pessoais sensíveis com consentimento específico e destacado do titular ou responsável legal, para finalidades específicas (Art. 11, I)', 'percentual': ['40', '30', '20', '10']}";"0.92";"0.81";"0.54";"0.45";"1.00";"1.00";"maritaca"
"grafo";"Meu empregador instalou câmera apontada diretamente para minha mesa. Isso é permitido?";"É zona cinzenta. Câmeras no ambiente de trabalho são permitidas para segurança e controle, mas devem respeitar o princípio da necessidade (art. 6º, III). Câmera focada exclusivamente em um funcionário pode configurar monitoramento desproporcional. O TST já decidiu que câmeras em posição degradante ou em locais íntimos são proibidas.";"{'resposta': 'A instalação de câmera apontada diretamente para a mesa de um empregado é permitida apenas se houver finalidade legítima, transparência, proporcionalidade e respeito à privacidade, conforme os princípios da LGPD (Art. 6º). O monitoramento individualizado deve ser justificado, não excessivo e informado ao trabalhador, sob pena de violação de direitos fundamentais de intimidade e privacidade. O empregador deve documentar a base legal do tratamento e garantir que não haja discriminação ou abuso.', 'chunks': [], 'trecho_chave': 'O tratamento de dados pessoais deve observar os princípios de finalidade, adequação, necessidade, livre acesso, qualidade dos dados, transparência, segurança, prevenção, não discriminação e responsabilização (Art. 6º, LGPD).', 'percentual': []}";"0.82";"0.66";"0.54";"0.79";"1.00";"1.00";"maritaca"
"grafo";"O app de delivery pode exigir acesso à minha localização em tempo real?";"Para entrega, é necessário. Mas depois da entrega? O Art. 9º sugere ""minimização"" - manter apenas o necessário. A ambiguidade: por quanto tempo exatamente? O app pode usar para ""melhorar rotas futuras""?";"{'resposta': 'Sim, o aplicativo de delivery pode exigir acesso à localização em tempo real, desde que obtenha consentimento livre, informado e inequívoco do usuário, vinculado à finalidade específica de efetuar entregas e rastrear pedidos, conforme Art. 7º, I e Art. 5º, XII da LGPD. O tratamento deve ser limitado ao mínimo necessário (princípio da necessidade) e o usuário deve ser informado sobre como seus dados serão usados, podendo revogar o consentimento a qualquer momento (Art. 18, IX).', 'resposta_completa': 'O aplicativo de delivery pode solicitar acesso à localização em tempo real do usuário, pois tal tratamento de dado pessoal é permitido pela LGPD quando há consentimento do titular (Art. 7º, I) e quando vinculado a uma finalidade determinada, como a eficiência na entrega e rastreamento de pedidos (Art. 5º, XII). O consentimento deve ser livre, informado e inequívoco, e o usuário deve ser esclarecido sobre a finalidade, duração e possibilidade de revogação (Art. 18, IX). O tratamento deve respeitar o princípio da necessidade, limitando-se ao estritamente indispensável para a prestação do serviço, e o controlador deve garantir transparência e segurança dos dados (Art. 6º, III e VII). Caso o usuário não consinta, o serviço pode ser limitado ou não oferecido, mas a exigência só é legítima se houver justificativa clara e proporcional.', 'chunks': ['a57ec09b', 'e9106279', '9c7da499'], 'trecho_chave': 'o tratamento de dados pessoais é permitido mediante fornecimento de consentimento pelo titular (Art. 7º, I)', 'percentual': ['50', '30', '20']}";"0.80";"0.72";"0.54";"0.47";"1.00";"1.00";"maritaca"
"grafo";"Meu empregador pode monitorar minhas conversas no WhatsApp corporativo?";"Se é conta corporativa, sim. Mas se uso meu número pessoal para comunicação com colegas sobre trabalho? A linha entre ""vida privada"" e ""corporativa"" é ambígua.";"{'resposta': 'Sim, o empregador pode monitorar conversas no WhatsApp corporativo fornecido pela empresa, desde que o monitoramento seja realizado para finalidades legítimas, como controle, segurança ou compliance, e esteja previsto em política interna clara, respeitando os princípios da LGPD, como finalidade, necessidade e transparência. O tratamento de dados deve ser limitado ao mínimo necessário e informado ao empregado, conforme Art. 7º, IX (legítimo interesse) e Art. 6º, I e III (finalidade e necessidade) da LGPD.', 'resposta_completa': 'O monitoramento de conversas no WhatsApp corporativo fornecido pelo empregador é permitido quando realizado para finalidades legítimas, como controle, segurança ou compliance, e desde que haja previsão em política interna clara e informada ao empregado. A LGPD autoriza o tratamento de dados pessoais com base no legítimo interesse do controlador (Art. 7º, IX), desde que respeitados os princípios da finalidade, necessidade e transparência (Art. 6º, I e III). O empregador deve garantir que o monitoramento seja proporcional, limitado ao mínimo necessário e que o empregado tenha ciência da prática, podendo exercer seus direitos de acesso e revisão, conforme Arts. 18 e 20 da LGPD.', 'chunks': [], 'trecho_chave': 'o controlador pode tratar dados pessoais com base em legítimo interesse para fins de apoio e promoção de suas próprias atividades, desde que observadas as condições do Art. 10 da LGPD.', 'percentual': ['100']}";"0.77";"0.80";"0.54";"0.51";"1.00";"1.00";"maritaca"
