"type";"question";"gold_answer";"llm_response";"complexity";"saf";"nli";"sim";"relevancy";"faithfulness";"model"
"grafo";"Meu chefe pode exigir minha digital para acessar o computador da empresa?";"Se é equipamento da empresa, o empregador pode argumentar ""legítimo interesse"" na segurança patrimonial. Mas a biometria é dado sensível do empregado. A ANPD recomenda que o empregador ofereça alternativa (senha forte + token), mas não é obrigatório.";"{'resposta': 'Sim, o empregador pode exigir o uso de biometria digital para acesso ao computador corporativo, desde que o tratamento de dados seja para finalidade legítima, específica e informada ao empregado, conforme o princípio da finalidade da LGPD (Art. 6º, I). O empregador deve garantir transparência, segurança e informar as consequências da recusa, respeitando os direitos de privacidade do titular dos dados. A exigência é válida se vinculada à proteção dos sistemas e equipamentos da empresa, mas deve ser proporcional e necessária.', 'chunks': ['9c7da499', 'f9e4ad69'], 'trecho_chave': 'realização do tratamento para propósitos legítimos, específicos, explícitos e informados ao titular', 'percentual': ['70', '30']}";"0.76";"0.79";"0.60";"0.67";"1.00";"1.00";"maritaca"
"grafo";"O banco pode exigir biometria facial para transações pelo aplicativo?";"A resolução CMN 4.893/2021 permite, mas exige consentimento. A ambiguidade: se o cliente recusa, o banco pode limitar funcionalidades ou encerrar a conta? O Art. 9º do CDC proíbe prática discriminatória, mas a segurança é argumento válido.";"{'resposta': 'Sim, o banco pode exigir biometria facial para autenticação em transações pelo aplicativo, pois a LGPD permite o tratamento de dados biométricos para prevenção à fraude e segurança do titular em processos de identificação e autenticação eletrônica, desde que observados os princípios de finalidade, necessidade e transparência, e que o titular seja informado sobre o uso e possa exercer seus direitos. Trecho-chave: “Permissão do tratamento de dados pessoais sensíveis para prevenção à fraude e segurança do titular em processos de identificação e autenticação em sistemas eletrônicos.”', 'chunks': ['b47f4387', '9c7da499'], 'trecho_chave': 'Permissão do tratamento de dados pessoais sensíveis para prevenção à fraude e segurança do titular em processos de identificação e autenticação em sistemas eletrônicos', 'percentual': ['70', '30']}";"0.91";"0.84";"0.54";"0.54";"1.00";"1.00";"maritaca"
"grafo";"Posso exigir que meus dados biométricos sejam processados ""on-device"" e não na nuvem?";"A LGPD não especifica o local de processamento, apenas exige ""segurança"". O titular pode argumentar ""minimização de risco"", mas a escolha da arquitetura é do controlador, desde que haja criptografia adequada.";"{'resposta': 'Sim, você pode solicitar que seus dados biométricos sejam processados exclusivamente no dispositivo (“on-device”), com base no direito de exigir transparência, segurança e finalidade específica no tratamento de dados sensíveis, conforme o art. 6º, VII e VIII, da LGPD. O controlador deve adotar medidas técnicas adequadas para proteger os dados e informar claramente como ocorre o processamento, podendo o titular questionar ou solicitar ajustes que aumentem a privacidade, desde que tecnicamente viáveis e compatíveis com a finalidade do serviço.', 'resposta_completa': 'A LGPD (Lei 13.709/2018) assegura ao titular o direito de exigir transparência e segurança no tratamento de dados pessoais sensíveis, como os biométricos (art. 5º, II e art. 6º, VII e VIII). O titular pode solicitar ao controlador que o processamento ocorra exclusivamente no dispositivo (“on-device”), evitando o envio à nuvem, para garantir maior privacidade. O controlador deve adotar medidas técnicas e administrativas aptas a proteger os dados e informar claramente como ocorre o tratamento. Embora a lei não imponha obrigação expressa de processamento “on-device”, ela exige que o tratamento seja feito de forma segura, transparente e limitada à finalidade informada, permitindo ao titular questionar práticas que considerar inseguras ou excessivas. A viabilidade técnica e a compatibilidade com a finalidade do serviço devem ser avaliadas pelo controlador, que pode ser instado a apresentar relatório de impacto à proteção de dados (art. 38).', 'chunks': ['9c7da499', '3d4c7895', 'dfcc83b5'], 'trecho_chave': 'utilização de medidas técnicas e administrativas aptas a proteger os dados pessoais de acessos não autorizados', 'percentual': ['50', '30', '20']}";"0.81";"0.76";"0.54";"0.61";"1.00";"1.00";"maritaca"
"grafo";"A empresa de ônibus pode exigir biometria para identificação estudantil?";"O benefício social (meia-passagem) é regido por lei específica. A biometria pode ser exigida para ""prevenção à fraude"", mas a ambiguidade: até onde vai a ""proporcionalidade""? A fiscalização pode ser feita por apresentação de documento com foto.";"{'resposta': 'A empresa de ônibus pode exigir biometria para identificação estudantil apenas se houver base legal adequada, como consentimento do titular ou prevenção à fraude, conforme a LGPD. O tratamento deve ser transparente, informado e limitado ao mínimo necessário, garantindo direitos do titular, como acesso, correção e eliminação dos dados. O trecho-chave é: “Permissão do tratamento de dados pessoais sensíveis para prevenção à fraude e segurança do titular em processos de identificação e autenticação em sistemas eletrônicos.”', 'chunks': ['', '9c7da499'], 'trecho_chave': 'Permissão do tratamento de dados pessoais sensíveis para prevenção à fraude e segurança do titular em processos de identificação e autenticação em sistemas eletrônicos', 'percentual': ['60', '40']}";"0.89";"0.76";"0.54";"0.61";"1.00";"1.00";"maritaca"
"grafo";"Posso revogar consentimento para uso de biometria a qualquer momento?";"Sim, conforme Art. 8º, § 4º. Mas a revogação tem efeitos práticos: o condomínio pode negar acesso? A empresa pode suspender o empregado? A lei não clarifica as consequências da revogação em contextos de dependência funcional.";"{'resposta': 'Sim, o titular dos dados pode revogar o consentimento para uso de biometria a qualquer momento, mediante solicitação ao controlador, conforme previsto no art. 18, IX, da LGPD. A revogação deve ser processada pelo controlador nos termos do §5º do art. 8º da mesma lei, resultando no término do tratamento dos dados biométricos, salvo hipóteses legais que autorizem sua manutenção. O titular mantém o direito de controlar seus dados pessoais, inclusive solicitando a eliminação, bloqueio ou anonimização, conforme o contexto do tratamento e as obrigações do controlador.', 'chunks': ['f9e4ad69', '2c784e52'], 'trecho_chave': 'revogação do consentimento, nos termos do § 5º do art. 8º desta Lei', 'percentual': ['70', '30']}";"0.74";"0.95";"0.74";"0.52";"1.00";"1.00";"maritaca"
"grafo";"O hospital pode usar meu reconhecimento facial para identificar pacientes frequentes?";"Pode haver ""interesse legítimo"" em identificar pacientes com histórico de comportamento agressivo. Mas e se for usado para identificar ""pacientes de alto custo"" para fins de seleção de risco? Isso configuraria discriminação?";"{'resposta': ""O hospital pode usar reconhecimento facial para identificar pacientes frequentes, desde que obtenha consentimento específico e destacado do titular, conforme o art. 11, I, da LGPD, pois se trata de dado pessoal sensível. Alternativamente, é permitido sem consentimento apenas se indispensável para prevenção à fraude e segurança do titular em processos de identificação e autenticação, resguardados os direitos do titular (art. 11, II, 'g'). O hospital, como controlador, deve informar claramente a finalidade e garantir transparência, conforme art. 9º da LGPD."", 'chunks': ['b47f4387', 'ffc54078'], 'trecho_chave': 'tratamento de dados pessoais sensíveis somente poderá ocorrer [...] quando o titular [...] consentir, de forma específica e destacada, para finalidades específicas', 'percentual': ['70', '30']}";"0.89";"0.84";"0.54";"0.41";"1.00";"1.00";"maritaca"
"grafo";"Minha foto de perfil do LinkedIn pode ser usada por empresa de recrutamento sem autorização?";"A plataforma pode ter cláusulas nos termos de uso permitindo. Mas a LGPD exige ""base legal"" - o Art. 7º, IV permite para ""exercício de direitos"", mas recrutamento comercial é ""interesse legítimo"" ou precisa de consentimento?";"{'resposta': 'Não. O uso da foto de perfil do LinkedIn por empresa de recrutamento, para análise e seleção, exige consentimento do titular, conforme a LGPD. O art. 7º, I, da Lei 13.709/2018 determina que o tratamento de dados pessoais só pode ocorrer mediante consentimento livre, informado e inequívoco do titular, salvo exceções legais não aplicáveis ao caso. O titular tem direito de saber como seus dados são usados e pode solicitar sua eliminação ou correção, conforme art. 18. O uso sem autorização viola direitos de privacidade e pode gerar obrigação de reparação de danos.', 'chunks': ['a57ec09b', 'd157f57f'], 'trecho_chave': 'Tratamento de dados pessoais mediante fornecimento de consentimento pelo titular', 'percentual': ['70', '30']}";"0.75";"0.76";"0.04";"0.54";"1.00";"1.00";"maritaca"
"grafo";"O aeroporto pode usar reconhecimento facial para embarque?";"A Resolução ANAC 600/2022 permite como ""facultativo"". A ambiguidade: se é opcional, mas 99% dos passageiros usam por conveniência, o funcionário pode pressionar quem recusa? E se o sistema falhar, quem tem prioridade: quem usou biometria ou fila tradicional?";"{'resposta': 'Sim, aeroportos podem usar reconhecimento facial para embarque, desde que observem a LGPD. O tratamento de dados biométricos (sensíveis) exige consentimento específico e destacado do titular ou fundamento em obrigação legal/regulatória (art. 11, I e II, LGPD). O controlador deve informar claramente a finalidade, garantir segurança, anonimização quando possível e permitir revisão humana de decisões automatizadas (art. 11, §2º, e art. 20, LGPD).', 'chunks': ['b47f4387', 'd864f83b', 'a625792a'], 'trecho_chave': 'tratamento de dados pessoais sensíveis mediante consentimento específico e destacado para finalidades específicas', 'percentual': ['60', '20', '20']}";"0.81";"0.91";"0.55";"0.41";"1.00";"1.00";"maritaca"
"grafo";"Posso exigir que minha biometria seja apagada imediatamente após sair de um evento?";"O Art. 18 da LGPD permite ""eliminação"". Mas se o evento alegar ""legítimo interesse"" em manter registros por 90 dias para ""prevenção a ilícitos criminais""? O prazo é discricionário do controlador.";"{'resposta': 'Sim, o titular pode exigir a eliminação imediata de sua biometria após sair do evento, pois a LGPD assegura o direito à eliminação de dados pessoais tratados com consentimento, mediante requisição, salvo exceções legais. O controlador deve atender à solicitação, promovendo a exclusão dos dados biométricos, conforme o art. 18, VI, da LGPD, que prevê a eliminação de dados desnecessários ou tratados com consentimento do titular, respeitando a finalidade do tratamento e a ausência de obrigação legal que justifique a retenção.', 'chunks': ['f9e4ad69', '5cf8dbf1'], 'trecho_chave': 'eliminação dos dados pessoais tratados com o consentimento do titular, exceto nas hipóteses previstas no art. 16 desta Lei', 'percentual': ['70', '30']}";"0.65";"0.92";"0.55";"0.72";"1.00";"1.00";"maritaca"
"grafo";"Posso exigir que minha biometria seja apagada imediatamente após sair de um evento?";"O Art. 18 da LGPD permite ""eliminação"". Mas se o evento alegar ""legítimo interesse"" em manter registros por 90 dias para ""prevenção a ilícitos criminais""? O prazo é discricionário do controlador.";"{'resposta': 'Sim, você pode exigir a eliminação imediata de sua biometria após o término do evento, pois, conforme o art. 18, VI, da LGPD, o titular tem direito à eliminação dos dados pessoais tratados com seu consentimento, salvo exceções legais. O tratamento biométrico é considerado dado sensível (art. 5º, II), exigindo maior proteção. O pedido deve ser formalizado ao controlador, que deve atender à solicitação, salvo se houver obrigação legal de retenção. O direito à privacidade e à proteção de dados sensíveis é garantido pela legislação.', 'chunks': ['f9e4ad69', 'e9106279'], 'trecho_chave': 'eliminação dos dados pessoais tratados com o consentimento do titular, exceto nas hipóteses previstas no art. 16', 'percentual': ['70', '30']}";"0.56";"0.87";"0.69";"0.72";"1.00";"1.00";"maritaca"
"grafo";"A empresa de plano de saúde pode exigir biometria para acesso ao app?";"Pode argumentar ""tutela da saúde"". Mas a recusa pode implicar negativa de cobertura? O Art. 10 do CDC veda negativa de atendimento, mas app é ""acesso"" ou ""serviço essencial""?";"{'resposta': ""Sim, a empresa de plano de saúde pode exigir biometria para acesso ao aplicativo, pois a LGPD permite o tratamento de dados biométricos sensíveis para prevenção à fraude e segurança do titular em processos de identificação e autenticação em sistemas eletrônicos, desde que haja consentimento específico e destacado do titular para essa finalidade, conforme art. 11, II, 'g', da Lei 13.709/2018. O tratamento deve ser transparente, limitado à finalidade e com medidas de segurança adequadas."", 'chunks': ['b47f4387', 'd157f57f'], 'trecho_chave': 'garantia da prevenção à fraude e à segurança do titular, nos processos de identificação e autenticação de cadastro em sistemas eletrônicos', 'percentual': ['80', '20']}";"0.82";"0.82";"0.54";"0.41";"1.00";"1.00";"maritaca"
"grafo";"Meu empregador instalou câmera apontada diretamente para minha mesa. Isso é permitido?";"É zona cinzenta. Câmeras no ambiente de trabalho são permitidas para segurança e controle, mas devem respeitar o princípio da necessidade (art. 6º, III). Câmera focada exclusivamente em um funcionário pode configurar monitoramento desproporcional. O TST já decidiu que câmeras em posição degradante ou em locais íntimos são proibidas.";"{'resposta': 'A instalação de câmera apontada diretamente para a mesa do funcionário é permitida apenas se houver finalidade legítima, transparência e respeito à privacidade, conforme os princípios da LGPD (art. 6º). O empregador deve informar o monitoramento, limitar o alcance ao estritamente necessário e não utilizar as imagens para fins discriminatórios ou abusivos. O tratamento deve ser proporcional e não excessivo, garantindo ao trabalhador direitos de acesso e oposição. O monitoramento excessivo pode configurar abuso de direito e violação de privacidade.', 'chunks': ['9c7da499', '4d9abb51'], 'trecho_chave': 'realização do tratamento para propósitos legítimos, específicos, explícitos e informados ao titular', 'percentual': ['70', '30']}";"0.91";"0.76";"0.57";"0.81";"1.00";"1.00";"maritaca"
"grafo";"O app de delivery pode exigir acesso à minha localização em tempo real?";"Para entrega, é necessário. Mas depois da entrega? O Art. 9º sugere ""minimização"" - manter apenas o necessário. A ambiguidade: por quanto tempo exatamente? O app pode usar para ""melhorar rotas futuras""?";"{'resposta': 'Sim, o aplicativo de delivery pode solicitar acesso à localização em tempo real, desde que o tratamento seja limitado ao mínimo necessário para a finalidade específica (entrega do pedido) e o titular seja informado sobre o uso, conforme o princípio da necessidade e finalidade previsto no art. 6º da LGPD. O consentimento deve ser claro e o acesso só pode ocorrer durante o uso do app, com transparência sobre a coleta e proteção dos dados.', 'chunks': ['9c7da499', 'a57ec09b'], 'trecho_chave': 'limitação do tratamento ao mínimo necessário para a realização de suas finalidades', 'percentual': ['60', '40']}";"0.65";"0.84";"0.55";"0.42";"1.00";"1.00";"maritaca"
"grafo";"Meu empregador pode monitorar minhas conversas no WhatsApp corporativo?";"Se é conta corporativa, sim. Mas se uso meu número pessoal para comunicação com colegas sobre trabalho? A linha entre ""vida privada"" e ""corporativa"" é ambígua.";"{'resposta': 'Sim, o empregador pode monitorar conversas no WhatsApp corporativo, desde que o uso seja estritamente profissional e haja transparência sobre a política de monitoramento. O tratamento de dados deve observar finalidade, necessidade e transparência, conforme o art. 6º da LGPD, e o empregado deve ser informado previamente. O monitoramento deve ser limitado ao necessário para fins de supervisão do trabalho, evitando excessos e respeitando a privacidade do colaborador, conforme os princípios de proteção de dados pessoais.', 'chunks': ['9c7da499', 'e9106279'], 'trecho_chave': 'Art. 6º As atividades de tratamento de dados pessoais deverão observar a boa-fé e os seguintes princípios: I - finalidade; II - adequação; III - necessidade; VI - transparência', 'percentual': ['70', '30']}";"0.75";"0.84";"0.54";"0.53";"1.00";"1.00";"maritaca"
"grafo";"A empresa pode exigir senha do meu e-mail pessoal para ""auditoria""?";"Absolutamente não, exceto se houver ordem judicial. Mas a empresa pode exigir acesso a e-mails enviados DE/PARA o domínio corporativo - isso é lícito.";"{'resposta': 'Não. A empresa não pode exigir a senha de e-mail pessoal do colaborador, mesmo para auditoria, pois viola direitos fundamentais de privacidade e intimidade, conforme a LGPD (Lei 13.709/2018). O tratamento de dados pessoais deve respeitar os princípios da finalidade, necessidade e segurança (art. 6º), e o titular tem direito à proteção de seus dados (art. 4º, IV). A exigência configura acesso não autorizado, vedado pela legislação, salvo consentimento específico e informado, o que não é o caso de imposição unilateral.', 'chunks': ['9c7da499', '4d9abb51'], 'trecho_chave': 'garantia, aos titulares, de informações claras, precisas e facilmente acessíveis sobre a realização do tratamento', 'percentual': ['60', '40']}";"0.72";"0.68";"0.00";"0.56";"1.00";"1.00";"maritaca"
"grafo";"O hotel pode fotografar minha identidade e guardar?";"O Art. 58 da LGPD permite retenção para ""cumprimento de obrigação legal"". O Estatuto do Desarmamento e Lei de Migração exigem identificação, mas não explicitamente guarda por 5 anos.";"{'resposta': 'Sim, o hotel pode fotografar e armazenar sua identidade no check-in, pois é controlador de dados e pode tratar dados para cumprimento de obrigação legal ou regulatória, conforme art. 7º, II, da LGPD. O tratamento deve ser limitado à finalidade, com segurança e transparência, e os dados devem ser eliminados após o término do tratamento, salvo hipóteses legais de conservação. O titular tem direito de acesso, correção e eliminação dos dados, e o hotel deve adotar medidas técnicas e administrativas para proteger as informações.', 'chunks': ['a57ec09b', '5cf8dbf1', '9c7da499', '44589f1c'], 'trecho_chave': 'tratamento de dados pessoais somente poderá ser realizado [...] para o cumprimento de obrigação legal ou regulatória pelo controlador', 'percentual': ['40', '30', '20', '10']}";"0.90";"0.91";"0.54";"0.48";"1.00";"1.00";"maritaca"
"grafo";"Posso exigir que uma empresa apague meu histórico de compras?";"O Art. 18 permite. Mas a empresa pode argumentar ""obrigação fiscal"" (guardar por 5 anos). A ambiguidade: pode manter CPF, valor, data, mas apagar ""itens específicos""? É ""anonimização parcial""?";"{'resposta': 'Sim, o titular dos dados pessoais pode solicitar formalmente à empresa a eliminação do seu histórico de compras, com fundamento no art. 18, VI, da LGPD, que assegura o direito à eliminação dos dados tratados com consentimento, salvo exceções legais. A solicitação deve ser feita por escrito ou por outro meio que comprove a manifestação de vontade, e não pode gerar custos ao titular. O controlador deve atender ao pedido, exceto se houver obrigação legal ou regulatória que justifique a conservação dos dados.', 'chunks': ['f9e4ad69', 'a57ec09b'], 'trecho_chave': 'eliminação dos dados pessoais tratados com o consentimento do titular, exceto nas hipóteses previstas no art. 16 desta Lei', 'percentual': ['70', '30']}";"0.65";"0.82";"0.55";"0.70";"1.00";"1.00";"maritaca"
