"type";"question";"gold_answer";"llm_response";"complexity";"saf";"nli";"sim";"relevancy";"faithfulness";"model"
"grafo";"O banco pode compartilhar meu score de crédito com outros bancos sem minha autorização?";"O score de crédito pode ser compartilhado entre instituições financeiras com base na ""proteção do crédito"" (art. 7º, X) e na lei do cadastro positivo (lei 12.414/2011). O consentimento não é sempre necessário nesse caso específico.";"{'resposta': 'O compartilhamento do score de crédito entre bancos sem autorização do titular só é permitido para fins de proteção do crédito, conforme art. 7º, X, da LGPD. Fora dessa hipótese, é necessário consentimento explícito do titular. Trecho-chave: ""para a proteção do crédito"".', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) estabelece que o tratamento e o compartilhamento de dados pessoais, como o score de crédito, entre bancos ou instituições financeiras, só podem ocorrer em determinadas hipóteses legais. O art. 7º, X, da LGPD, permite o tratamento de dados pessoais para a proteção do crédito, o que abrange o compartilhamento de informações como o score de crédito entre instituições financeiras, mesmo sem o consentimento do titular. No entanto, para outras finalidades que não estejam relacionadas à proteção do crédito, é obrigatório obter o consentimento explícito do titular dos dados. Portanto, o banco pode compartilhar o score de crédito com outros bancos sem autorização apenas quando a finalidade for a proteção do crédito, conforme previsto na legislação.', 'chunks': ['a57ec09b', 'e9106279'], 'trecho_chave': 'Art. 7º O tratamento de dados pessoais somente poderá ser realizado nas seguintes hipóteses: ... X - para a proteção do crédito, inclusive quanto ao disposto na legislação pertinente.', 'percentual': ['80', '20']}";"0.95";"0.68";"0.97";"0.70";"1.00";"1.00";"maritaca"
"grafo";"Posso exigir que o e-commerce apague todos os meus dados depois de uma compra?";"Sim, com base no art. 18, VI. Mas o e-commerce pode reter dados pelo prazo necessário para cumprir obrigações fiscais, tributárias e de defesa do consumidor (art. 16, I). O prazo prescricional de ações de consumidor é de 5 anos.";"{'resposta': 'O titular pode solicitar ao e-commerce a eliminação de seus dados pessoais após a compra, conforme direito previsto na LGPD. Contudo, a exclusão não é absoluta, pois o controlador pode manter dados para cumprir obrigações legais ou regulatórias. Trecho-chave: ""eliminação dos dados pessoais tratados com o consentimento do titular, exceto nas hipóteses previstas no art. 16 desta Lei"".', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) assegura ao titular o direito de solicitar ao controlador, no caso o e-commerce, a eliminação de seus dados pessoais após a conclusão da compra. Esse direito está previsto no art. 18, inciso VI, da LGPD, que garante a eliminação dos dados pessoais tratados com o consentimento do titular. No entanto, a exclusão não é irrestrita: o controlador pode manter os dados caso haja obrigação legal ou regulatória que justifique a conservação, como obrigações fiscais, de defesa do consumidor ou para exercício regular de direitos em processos judiciais. Assim, a solicitação de eliminação deve ser analisada pelo e-commerce, que poderá negar o pedido apenas se fundamentado em exceções legais.', 'chunks': ['f9e4ad69'], 'trecho_chave': 'eliminação dos dados pessoais tratados com o consentimento do titular, exceto nas hipóteses previstas no art. 16 desta Lei', 'percentual': ['100']}";"0.67";"0.83";"0.74";"0.60";"1.00";"1.00";"maritaca"
"grafo";"A loja pode me pedir CPF como condição para fazer uma compra em dinheiro?";"Não pode obrigar. O CPF não é necessário para uma transação em espécie. Exigir CPF como condição de venda pode violar o princípio da necessidade (art. 6º, III) e o CDC (venda casada). Você pode recusar e efetuar a compra normalmente.";"{'resposta': 'A loja só pode exigir o CPF em compras em dinheiro se houver base legal, como obrigação fiscal ou regulatória. O tratamento de dados pessoais, como o CPF, depende de consentimento do titular ou de justificativa legal, conforme art. 7º da LGPD. O titular deve ser informado sobre a finalidade e as consequências da recusa.', 'resposta_completa': 'A solicitação do CPF em compras à vista, especialmente em dinheiro, só é permitida se houver fundamento legal, como obrigação fiscal ou regulatória, ou se houver consentimento do titular. Segundo o art. 7º da LGPD, o tratamento de dados pessoais exige consentimento ou outra base legal, como cumprimento de obrigação legal pelo controlador. O consumidor tem direito de ser informado sobre a finalidade da coleta e as consequências da recusa, conforme art. 18 da LGPD. Caso não haja justificativa legal, a exigência do CPF pode ser considerada excessiva e o titular pode solicitar a eliminação ou anonimização dos dados. Portanto, a loja deve informar claramente a base legal para a exigência do CPF e garantir os direitos do titular.', 'chunks': ['a57ec09b', 'f9e4ad69'], 'trecho_chave': 'Art. 7º O tratamento de dados pessoais somente poderá ser realizado nas seguintes hipóteses: I - mediante o fornecimento de consentimento pelo titular; II - para o cumprimento de obrigação legal ou regulatória pelo controlador;'}";"0.70";"0.86";"0.54";"0.60";"1.00";"1.00";"maritaca"
"grafo";"Posso ser incluído em lista negra de inadimplentes sem ser notificado?";"Não. A inclusão em cadastros de inadimplentes exige notificação prévia (art. 43, §2º do CDC). A LGPD reforça o direito à transparência (art. 6º, VI) e ao acesso (art. 18, II). A ausência de notificação é causa de dano moral.";"{'resposta': 'A inclusão em cadastro ou lista negra de inadimplentes exige comunicação prévia ao titular, pois o tratamento de dados pessoais deve respeitar direitos fundamentais, como liberdade, privacidade e consentimento informado, conforme previsto na legislação vigente.', 'resposta_completa': 'A legislação de proteção de dados pessoais no Brasil, especialmente a LGPD, determina que o tratamento de dados pessoais, como a inclusão em cadastro de inadimplentes, deve respeitar direitos fundamentais do titular, incluindo liberdade, intimidade e privacidade. O consentimento do titular é necessário para o tratamento de dados, salvo exceções legais, e o controlador deve fornecer informações claras sobre o tratamento. Assim, a inclusão em lista negra de inadimplentes sem notificação prévia viola o direito do titular de ser informado e de exercer controle sobre seus dados. O trecho-chave reforça a necessidade de manifestação livre, informada e inequívoca do titular para o tratamento de seus dados pessoais.', 'chunks': ['4d9abb51', 'a57ec09b'], 'trecho_chave': 'manifestação livre, informada e inequívoca pela qual o titular concorda com - tratamento de seus dados pessoais para uma finalidade determinada', 'percentual': ['60', '40']}";"0.84";"0.65";"0.54";"0.49";"1.00";"1.00";"maritaca"
"grafo";"O aplicativo de delivery pode vender meu endereço residencial para anunciantes?";"Não sem consentimento específico. O endereço foi coletado para entrega — usar para publicidade é finalidade incompatível (art. 6º, I). O app precisaria de consentimento destacado e específico para essa finalidade adicional.";"{'resposta': 'O aplicativo de delivery não pode vender ou compartilhar seu endereço residencial com anunciantes sem seu consentimento explícito. O tratamento de dados pessoais deve observar princípios como finalidade, necessidade e transparência, conforme art. 6º da LGPD. Trecho-chave: ""realização do tratamento para propósitos legítimos, específicos, explícitos e informados ao titular"".', 'resposta_completa': 'A venda ou compartilhamento do endereço residencial por aplicativos de delivery para anunciantes é vedada sem o consentimento do titular dos dados. Segundo o art. 6º da LGPD, o tratamento de dados pessoais deve observar princípios como finalidade, necessidade e transparência, ou seja, o dado só pode ser utilizado para propósitos legítimos, específicos e informados ao titular, não podendo ser tratado posteriormente de forma incompatível com essas finalidades. Além disso, o art. 7º da LGPD estabelece que o tratamento de dados pessoais só pode ocorrer mediante consentimento do titular ou em outras hipóteses legais específicas, que não abrangem a venda para anunciantes. Portanto, a prática de vender ou compartilhar endereço residencial sem consentimento viola a legislação de proteção de dados e pode gerar responsabilização do controlador.', 'chunks': ['9c7da499', 'a57ec09b'], 'trecho_chave': 'realização do tratamento para propósitos legítimos, específicos, explícitos e informados ao titular'}";"0.85";"0.99";"0.72";"0.70";"1.00";"1.00";"maritaca"
"grafo";"Posso pedir para um site apagar meu cadastro e ele se recusar alegando ""interesse legítimo""?";"O site pode reter dados pelo tempo necessário para cumprir obrigações legais. Mas ""interesse legítimo"" não é carta branca: deve ser ponderado frente aos direitos do titular (art. 10). Se você revogou o consentimento e não há outra base legal, o site deve eliminar.";"{'resposta': 'O titular pode solicitar a eliminação de seus dados pessoais a qualquer momento. O site pode recusar o pedido apenas se demonstrar legítimo interesse, desde que respeite direitos e liberdades fundamentais do titular, conforme art. 10 e art. 18 da LGPD.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) assegura ao titular o direito de solicitar a eliminação de seus dados pessoais a qualquer momento, mediante requisição ao controlador. O site ou plataforma digital pode recusar a exclusão apenas se comprovar que o tratamento dos dados se fundamenta em legítimo interesse, conforme art. 10, desde que tal interesse seja legítimo, específico e não viole direitos e liberdades fundamentais do titular. O art. 18 reforça que o titular pode requerer a eliminação dos dados tratados com consentimento, salvo exceções legais. Portanto, a recusa só é válida se o legítimo interesse for devidamente justificado e não se sobrepor aos direitos do titular.', 'chunks': ['105471be', 'f9e4ad69'], 'trecho_chave': 'Art. 10 O legítimo interesse do controlador somente poderá fundamentar tratamento de dados pessoais para finalidades legítimas [...] respeitadas as legítimas expectativas dele e os direitos e liberdades fundamentais, nos termos desta Lei.'}";"0.79";"0.54";"0.30";"0.77";"1.00";"0.50";"maritaca"
"grafo";"A empresa pode continuar me mandando e-mail de marketing após eu pedir para sair da lista?";"Não. O descadastramento é direito do titular (revogação do consentimento, art. 8º, §5º). Enviar marketing após opt-out é tratamento irregular. Pode ser denunciado à ANPD.";"{'resposta': 'Após a solicitação de exclusão, a empresa deve cessar o envio de e-mails de marketing, pois o titular tem direito à revogação do consentimento e à eliminação dos dados, conforme art. 18 e art. 15 da LGPD. O tratamento sem consentimento vigente viola a legislação.', 'resposta_completa': 'O envio de e-mails de marketing após o titular solicitar a exclusão da lista configura tratamento de dados pessoais sem consentimento vigente, o que é vedado pela LGPD. O art. 18 garante ao titular o direito de revogar o consentimento e solicitar a eliminação dos dados pessoais tratados com base nesse consentimento. O art. 15 determina que o tratamento deve ser encerrado mediante comunicação do titular, inclusive no exercício do direito de revogação do consentimento. Portanto, a empresa responsável pelo tratamento dos dados deve respeitar a manifestação do titular e cessar imediatamente o envio de comunicações eletrônicas de marketing, sob pena de violação à legislação de proteção de dados.', 'chunks': ['f9e4ad69', '2c784e52'], 'trecho_chave': 'Art. 18 O titular dos dados pessoais tem direito a obter do controlador... IX - revogação do consentimento, nos termos do § 5º do art. 8º desta Lei. Art. 15 O término do tratamento de dados pessoais ocorrerá... III - comunicação do titular, inclusive no exercício de seu direito de revogação do consentimento...'}";"0.69";"0.90";"0.82";"0.72";"1.00";"0.50";"maritaca"
"grafo";"O cartão de fidelidade de supermercado pode mapear todos os meus hábitos de consumo?";"Pode, se você foi informado e consentiu (art. 6º, VI e art. 7º, I). Mas se o mapeamento gerar perfil comportamental que possa identificá-lo (art. 12, §2º), torna-se dado pessoal e exige tratamento em conformidade com a LGPD.";"{'resposta': 'O cartão de fidelidade de supermercado pode mapear hábitos de consumo, pois envolve coleta, armazenamento e análise de dados pessoais vinculados ao titular. O tratamento desses dados deve respeitar direitos fundamentais e permitir revisão de decisões automatizadas, conforme a legislação.', 'resposta_completa': 'O uso do cartão de fidelidade em supermercados possibilita o mapeamento dos hábitos de consumo do titular, já que cada compra registrada é associada ao seu perfil. Segundo a legislação, dados pessoais são informações relacionadas a pessoa natural identificada ou identificável, e o tratamento desses dados inclui coleta, armazenamento e análise. O controlador (supermercado) pode utilizar esses dados para formar perfis de consumo e direcionar ações de marketing, desde que respeite os direitos fundamentais de liberdade, intimidade e privacidade do titular. Além disso, o titular tem direito a solicitar revisão de decisões tomadas unicamente com base em tratamento automatizado de dados pessoais, especialmente aquelas que definam seu perfil de consumo. Portanto, o mapeamento é possível, mas deve observar as garantias legais previstas.', 'chunks': ['e9106279', 'd864f83b'], 'trecho_chave': 'Art. 5º Para os fins desta Lei, considera-se: I - dado pessoal: informação relacionada a pessoa natural identificada ou identificável; ... X - tratamento: toda operação realizada com dados pessoais, como as que se referem a coleta, produção, recepção, classificação, utilização, acesso, reprodução, transmissão, distribuição, processamento, arquivamento, armazenamento, eliminação, avaliação ou controle da informação, modificação, comunicação, transferência, difusão ou extração; ... Art. 20 O titular dos dados tem direito a solicitar revisão, por pessoa natural, de decisões tomadas unicamente com base em tratamento automatizado de dados pessoais que afetem seus interesses, inclusive de decisões destinadas a definir o seu perfil pessoal, profissional, de consumo e de crédito ou os aspectos de sua personalidade.', 'percentual': ['60', '40']}";"0.84";"0.93";"0.54";"0.47";"1.00";"1.00";"maritaca"
"grafo";"Posso ser cobrado por serviços a mais se não aceitar o compartilhamento dos meus dados?";"Depende. A empresa pode oferecer descontos para quem consente com o compartilhamento, desde que o serviço básico não seja negado ou encarecido de forma abusiva. A LGPD proíbe condicionar serviços essenciais ao fornecimento de dados desnecessários (art. 9º, §3º).";"{'resposta': 'A legislação exige que o controlador informe ao titular sobre a possibilidade de não fornecer consentimento e as consequências da negativa. Não há previsão legal para cobrança adicional apenas pela recusa do compartilhamento dos dados pessoais pelo titular.', 'resposta_completa': 'Segundo o art. 18 da LGPD, o titular tem direito à informação sobre a possibilidade de não fornecer consentimento e sobre as consequências da negativa. O controlador deve informar claramente quais são essas consequências, mas a lei não autoriza a imposição de penalidade financeira ou cobrança adicional apenas pela recusa do compartilhamento dos dados pessoais. O consentimento deve ser livre e informado, e a recusa não pode resultar em discriminação ou ônus financeiro, salvo se o serviço depender necessariamente do tratamento dos dados, o que deve ser justificado e informado ao titular. Portanto, não existe base legal para cobrança adicional simplesmente pela recusa do consentimento para compartilhamento de dados.', 'chunks': ['f9e4ad69'], 'trecho_chave': 'VIII - informação sobre a possibilidade de não fornecer consentimento e sobre as consequências da negativa;'}";"0.89";"0.97";"0.03";"0.58";"1.00";"1.00";"maritaca"
"grafo";"Posso usar a foto de perfil do Facebook de alguém para criar um meme?";"Risco alto. A foto é dado pessoal (art. 5º, I) e o uso para fins humorísticos sem autorização pode violar direito de imagem. Se o meme for publicado com fins comerciais, viola mais claramente. Para fins estritamente privados, a LGPD não se aplica (art. 4º, I), mas o direito civil sim.";"{'resposta': 'O uso da foto de perfil do Facebook de terceiros para criar memes configura tratamento de dado pessoal, exigindo consentimento do titular, conforme a definição de dado pessoal e consentimento na LGPD: ""manifestação livre, informada e inequívoca pela qual o titular concorda com tratamento de seus dados pessoais para uma finalidade determinada"".', 'resposta_completa': 'A foto de perfil de uma rede social é considerada dado pessoal, pois permite identificar a pessoa natural. Segundo a LGPD, qualquer operação com dados pessoais, como reprodução, modificação ou difusão, caracteriza tratamento de dados. Para utilizar a imagem de perfil de terceiros na criação de memes, é necessário obter o consentimento do titular, que deve ser livre, informado e inequívoco, conforme o art. 5º, inciso XII da LGPD. O uso sem consentimento pode violar direitos de privacidade e liberdade do titular, podendo gerar obrigação de reparação de danos. Exceções à necessidade de consentimento não se aplicam ao caso de criação de memes para fins humorísticos, pois não se enquadram como uso exclusivamente particular, jornalístico, artístico ou acadêmico, conforme as exceções previstas na lei.', 'chunks': ['e9106279'], 'trecho_chave': '""consentimento: manifestação livre, informada e inequívoca pela qual o titular concorda com tratamento de seus dados pessoais para uma finalidade determinada""', 'percentual': ['100']}";"0.77";"0.69";"0.54";"0.56";"1.00";"1.00";"maritaca"
"grafo";"Uma empresa pode me mandar mensagem no WhatsApp sem eu ter dado meu número a ela?";"Depende de como obteve o número. Se comprou de lista, é tratamento sem base legal (violação do princípio da finalidade). Se obteve em contexto contratual, pode ter base legal. O envio de spam pelo WhatsApp também viola os termos de uso da plataforma.";"{'resposta': 'O envio de mensagem por empresa via WhatsApp sem consentimento do titular pode configurar tratamento de dados pessoais em desconformidade com a LGPD. O titular tem direito à confirmação da existência de tratamento e à eliminação dos dados, conforme art. 18 da Lei.', 'resposta_completa': 'O envio de mensagens por empresa no WhatsApp, utilizando número obtido sem consentimento explícito, pode violar a Lei Geral de Proteção de Dados (LGPD). O art. 18 da LGPD assegura ao titular dos dados o direito de obter do controlador confirmação da existência de tratamento, acesso, correção, anonimização, bloqueio ou eliminação de dados tratados em desconformidade com a lei. O tratamento de dados pessoais, como o uso do número de telefone para contato comercial, exige base legal, sendo o consentimento uma das principais hipóteses. Caso não haja consentimento ou outra base legal legítima, o titular pode exigir a eliminação dos dados e buscar reparação por eventual dano. O trecho-chave do art. 18 reforça esses direitos, tornando o contato não solicitado potencialmente ilegal.', 'chunks': ['f9e4ad69'], 'trecho_chave': 'Art. 18 O titular dos dados pessoais tem direito a obter do controlador, em relação aos dados do titular por ele tratados, a qualquer momento e mediante requisição: I - confirmação da existência de tratamento; ... IV - anonimização, bloqueio ou eliminação de dados desnecessários, excessivos ou tratados em desconformidade com o disposto nesta Lei;'}";"0.85";"0.94";"0.54";"0.62";"1.00";"1.00";"maritaca"
"grafo";"O Google pode guardar meu histórico de pesquisas para sempre?";"A LGPD se aplica se a pessoa pesquisada está no Brasil. O Google deve observar os princípios de necessidade e finalidade. Você pode solicitar eliminação de dados (art. 18, VI). O ""direito ao esquecimento"" é debatido, mas a LGPD ampara pedidos de eliminação de dados desnecessários.";"{'resposta': 'O Google, como controlador, não pode guardar seu histórico de pesquisas para sempre sem justificativa. A LGPD exige a eliminação dos dados pessoais após o término do tratamento, salvo hipóteses legais específicas, como obrigação regulatória ou uso anonimizado. Trecho-chave: ""Os dados pessoais serão eliminados após o término de seu tratamento, no âmbito e nos limites técnicos das atividades, autorizada a conservação para as seguintes finalidades: I - cumprimento de obrigação legal ou regulatória pelo controlador; II - estudo por órgão de pesquisa, garantida, sempre que possível, a anonimização dos dados pessoais; III - transferência a terceiro, desde que respeitados os requisitos de tratamento de dados dispostos nesta Lei; ou IV - uso exclusivo do controlador, vedado seu acesso por terceiro, e desde que anonimizados os dados.""', 'resposta_completa': 'A legislação brasileira de proteção de dados (LGPD) determina que o Google, enquanto controlador de dados pessoais, deve eliminar o histórico de pesquisas do usuário após o término do tratamento, salvo em situações específicas previstas em lei. Essas exceções incluem a necessidade de cumprimento de obrigação legal ou regulatória, realização de estudos por órgão de pesquisa com anonimização, transferência a terceiros conforme requisitos legais, ou uso exclusivo do controlador com anonimização e vedação de acesso por terceiros. Portanto, o armazenamento por tempo indefinido ou permanente não é permitido sem base legal adequada. O titular dos dados tem direito de solicitar a eliminação de seu histórico, e o controlador deve atender a esse pedido, exceto nas hipóteses legais mencionadas.', 'chunks': ['5cf8dbf1', 'e9106279'], 'trecho_chave': 'Os dados pessoais serão eliminados após o término de seu tratamento, no âmbito e nos limites técnicos das atividades, autorizada a conservação para as seguintes finalidades: I - cumprimento de obrigação legal ou regulatória pelo controlador; II - estudo por órgão de pesquisa, garantida, sempre que possível, a anonimização dos dados pessoais; III - transferência a terceiro, desde que respeitados os requisitos de tratamento de dados dispostos nesta Lei; ou IV - uso exclusivo do controlador, vedado seu acesso por terceiro, e desde que anonimizados os dados.', 'percentual': ['80', '20']}";"0.80";"0.90";"0.57";"0.65";"0.88";"1.00";"maritaca"
"grafo";"Posso ser demitido por postagens no meu perfil pessoal do Instagram fora do horário de trabalho?";"Zona cinzenta. A empresa pode demitir por ""atos contrários à honra"" da empresa (CLT), mas monitorar redes pessoais de funcionários é invasão de privacidade. O TST analisa caso a caso: posts que causem dano real à empresa têm mais chance de embasar demissão.";"{'resposta': 'Não há regra explícita nos chunks apresentados que trate da possibilidade de demissão por postagens em perfil pessoal do Instagram fora do horário de trabalho. Os trechos disponíveis abordam dados pessoais e direitos do titular, mas não tratam de condutas privadas em redes sociais.', 'resposta_completa': 'A análise dos chunks fornecidos revela que não há base normativa específica sobre a possibilidade de demissão por postagens em perfil pessoal do Instagram fora do horário de trabalho. Os textos apresentados concentram-se em definições de dados pessoais, direitos do titular e tratamento de dados, conforme a Lei Geral de Proteção de Dados (LGPD), sem abordar diretamente questões trabalhistas ou consequências de condutas privadas em ambiente online. Portanto, não é possível afirmar, com base nos documentos apresentados, se postagens em redes sociais fora do expediente podem ou não gerar demissão, pois tal análise dependeria de outras normas trabalhistas e contextos não contemplados nos chunks.', 'chunks': ['e9106279', 'd864f83b'], 'trecho_chave': 'Art. 5º Para os fins desta Lei, considera-se: I - dado pessoal: informação relacionada a pessoa natural identificada ou identificável; ... Art. 20 O titular dos dados tem direito a solicitar revisão, por pessoa natural, de decisões tomadas unicamente com base em tratamento automatizado de dados pessoais que afetem seus interesses...', 'percentual': ['70', '30']}";"0.90";"0.95";"0.56";"0.58";"1.00";"1.00";"maritaca"
"grafo";"Uma pessoa pode me fotografar na rua e vender a foto para um banco de imagens?";"Não sem autorização. Mesmo em local público, a comercialização da imagem identificável de uma pessoa exige consentimento (art. 5º, XXVIII, CF). A LGPD reforça ao tratar dados de imagem como dados pessoais.";"{'resposta': 'A captação e comercialização de imagem de pessoa identificável em local público depende do respeito à privacidade e à inviolabilidade da imagem, conforme art. 2º da LGPD. O uso comercial exige consentimento do titular, salvo exceções legais específicas.', 'resposta_completa': 'A fotografia de pessoa em local público pode ser realizada, mas a comercialização da imagem, especialmente para bancos de imagens, está condicionada ao respeito à privacidade, à honra e à imagem do titular, conforme art. 2º da LGPD. A imagem de pessoa identificável é considerada dado pessoal (art. 5º), e seu tratamento, incluindo captação e venda, exige consentimento livre, informado e inequívoco do titular, salvo hipóteses legais específicas. O uso comercial sem consentimento pode violar direitos fundamentais e gerar responsabilidade civil. Portanto, a venda da foto para banco de imagens, sem autorização, pode ser proibida, exceto se a pessoa não for identificável ou se houver previsão legal que dispense o consentimento.', 'chunks': ['941201b9', 'e9106279'], 'trecho_chave': 'Art. 2º A disciplina da proteção de dados pessoais tem como fundamentos: I - o respeito à privacidade; ... IV - a inviolabilidade da intimidade, da honra e da imagem;'}";"0.83";"0.87";"0.92";"0.83";"1.00";"1.00";"maritaca"
"grafo";"O site pode usar cookies para rastrear minha navegação sem me avisar?";"Não. O uso de cookies de rastreamento exige consentimento prévio e informado (art. 7º, I e art. 8º). O banner de cookies que ""pré-marca"" todas as opções não é consentimento válido (art. 8º, §4º — autorizações genéricas são nulas).";"{'resposta': 'O site não pode usar cookies para rastrear sua navegação sem aviso prévio e consentimento. A LGPD exige transparência e informações claras sobre o tratamento de dados, conforme o princípio da transparência: ""garantia, aos titulares, de informações claras, precisas e facilmente acessíveis"".', 'resposta_completa': 'A utilização de cookies para rastreamento de navegação sem aviso prévio e consentimento do usuário viola a Lei Geral de Proteção de Dados (LGPD). O princípio da transparência, previsto no art. 6º, VI, da LGPD, determina que o titular deve receber informações claras, precisas e facilmente acessíveis sobre o tratamento de seus dados pessoais. Além disso, o art. 18 da LGPD garante ao titular o direito de ser informado sobre a possibilidade de não fornecer consentimento e as consequências da negativa. Portanto, a implementação de cookies para rastreamento exige que o site informe previamente o usuário e obtenha seu consentimento, sob pena de violação da legislação de proteção de dados.', 'chunks': ['9c7da499', 'f9e4ad69'], 'trecho_chave': 'garantia, aos titulares, de informações claras, precisas e facilmente acessíveis sobre a realização do tratamento e os respectivos agentes de tratamento'}";"0.88";"0.97";"0.55";"0.61";"1.00";"1.00";"maritaca"
"grafo";"Posso pedir para o Google remover resultados de pesquisa com meu nome?";"Sim, com base no ""direito ao esquecimento"" e no art. 18. O STJ já reconheceu esse direito. O Google tem ferramenta para pedidos de remoção. Mas o Google pode recusar se julgar que a informação é de interesse público.";"{'resposta': 'A solicitação de remoção de resultados de pesquisa com seu nome pode ser feita ao Google, fundamentando-se no direito à privacidade e ao esquecimento. A LGPD assegura ao titular a proteção de seus dados pessoais e o direito de solicitar sua eliminação, conforme art. 17.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) garante ao titular dos dados pessoais o direito à privacidade, à liberdade e à eliminação de dados pessoais, conforme art. 17. Assim, ao identificar resultados de pesquisa do Google que exponham dados pessoais, o titular pode enviar uma solicitação formal ao Google, apresentando justificativa e comprovantes, para requerer a remoção desses resultados. O procedimento é gratuito e visa proteger a privacidade e exercer o direito ao esquecimento. O Google analisará o pedido conforme suas políticas e a legislação vigente, podendo remover os resultados caso haja fundamento legal.', 'chunks': ['4d9abb51', '820509db'], 'trecho_chave': 'Art. 17 Toda pessoa natural tem assegurada a titularidade de seus dados pessoais e garantidos os direitos fundamentais de liberdade, de intimidade e de privacidade, nos termos desta Lei.', 'percentual': ['70', '30']}";"0.69";"0.72";"0.93";"0.79";"1.00";"1.00";"maritaca"
"grafo";"Uma escola pode criar grupo de WhatsApp com fotos e dados dos alunos sem pedir autorização dos pais?";"Não. Dados de crianças exigem consentimento específico dos pais ou responsáveis (art. 14, §1º). Criar grupo com identificação e fotos de menores sem autorização viola o art. 14 da LGPD.";"{'resposta': 'A escola, como controladora de dados, só pode criar grupo de WhatsApp com fotos e dados dos alunos mediante consentimento livre, informado e inequívoco dos pais, conforme a LGPD. O consentimento é obrigatório para tratamento de dados pessoais de crianças. Trecho-chave: ""consentimento: manifestação livre, informada e inequívoca pela qual o titular concorda com tratamento de seus dados pessoais para uma finalidade determinada"".', 'resposta_completa': 'A criação de grupo de WhatsApp por escola, contendo fotos e dados dos alunos, exige consentimento prévio dos pais ou responsáveis, pois envolve tratamento de dados pessoais de crianças, conforme a Lei Geral de Proteção de Dados (LGPD). O artigo 5º da LGPD define consentimento como manifestação livre, informada e inequívoca do titular (ou responsável legal, no caso de menores) para tratamento de dados pessoais para finalidade determinada. O tratamento sem consentimento pode sujeitar a escola a sanções administrativas, como advertência, multa e bloqueio dos dados, conforme art. 52 da LGPD. Portanto, a escola deve obter autorização expressa dos pais antes de criar e compartilhar dados e fotos dos alunos em grupos digitais.', 'chunks': ['e9106279', '28e2924f'], 'trecho_chave': 'consentimento: manifestação livre, informada e inequívoca pela qual o titular concorda com tratamento de seus dados pessoais para uma finalidade determinada', 'percentual': ['80', '20']}";"0.76";"0.70";"0.54";"0.70";"1.00";"1.00";"maritaca"
"grafo";"O governo pode cruzar meus dados do IR com dados do INSS sem minha autorização?";"Sim. O tratamento de dados pelo poder público para execução de políticas públicas e cumprimento de competências legais dispensa consentimento (art. 7º, III e art. 23). O cruzamento de bases governamentais para fins fiscais e previdenciários tem base legal expressa.";"{'resposta': 'O governo pode cruzar dados do IR e INSS sem autorização do titular, desde que para finalidades específicas de execução de políticas públicas e atribuição legal, conforme art. 26 da LGPD, respeitando os princípios de proteção de dados pessoais previstos na lei.', 'resposta_completa': 'O cruzamento de dados pessoais fiscais (Imposto de Renda) e previdenciários (INSS) pelo governo é permitido sem necessidade de autorização do titular, desde que seja para finalidades específicas de execução de políticas públicas e atribuição legal dos órgãos públicos, conforme art. 26 da Lei Geral de Proteção de Dados (LGPD). O uso compartilhado de dados deve respeitar os princípios de proteção de dados pessoais, como finalidade, necessidade e transparência. Assim, a Receita Federal e o INSS, ambos órgãos públicos, podem compartilhar e processar dados de forma automatizada para fins de fiscalização, controle e execução de políticas públicas, sem exigir consentimento prévio do cidadão, desde que observadas as salvaguardas legais.', 'chunks': ['a7c645b8', 'e9106279'], 'trecho_chave': 'Art. 26 O uso compartilhado de dados pessoais pelo Poder Público deve atender a finalidades específicas de execução de políticas públicas e atribuição legal pelos órgãos e pelas entidades públicas, respeitados os princípios de proteção de dados pessoais elencados no art. 6º desta Lei.', 'percentual': ['80', '20']}";"0.69";"0.92";"0.54";"0.77";"1.00";"1.00";"maritaca"
